# time, goalRoll, roll, rollrate, goalSteer, steer, speed 
0.000999999999890644,0.1,5.146803583649868e-05,-0.0003183654515613078,0.399794127856654,0.00017888566513735537,1.1096192739341293
0.001999999999890534,0.1,0.002789622437844483,2.7381240391262196,0.38884151024862207,-0.009821050621771767,1.156143395607932
0.0029999999998904237,0.1,0.0038077887186200275,1.0182304975165988,0.3847688451255199,-0.019820954437453145,1.109514364182917
0.0039999999998903135,0.1,0.00489655220019644,1.0887085348032945,0.38041379119921426,-0.02982087255776707,1.1174012708952679
0.004999999999890203,0.1,0.006187478276457278,1.290886926047918,0.3752500868941709,-0.039820792079500816,1.1209465860663121
0.005999999999890093,0.1,0.007515695566940781,1.328206501824339,0.3699372177322369,-0.04982071135254207,1.113737410600163
0.006999999999889983,0.1,0.00896292392358256,1.4472406631637318,0.3641483043056698,-0.05982063167110369,1.1152818592806204
0.007999999999889873,0.1,0.010525808741561324,1.5629316277002891,0.3578967650337547,-0.06982055301864665,1.1147832558398407
0.008999999999889763,0.1,0.012099690295576653,1.5738226990126316,0.3516012388176934,-0.07982047303595546,1.1064555815864912
0.009999999999889653,0.1,0.013904934938666708,1.8051440829832268,0.3443802602453332,-0.08982039376493811,1.1191173907146095
0.010999999999889543,0.1,0.01580421359380283,1.8991900119935037,0.3367831456247887,-0.09982031445824509,1.1059963319842232
0.011999999999889432,0.1,0.017926244641114936,2.1219030081000723,0.3282950214355403,-0.10982023579130802,1.11506069047072
0.012999999999889322,0.1,0.02014855267616399,2.222284197961949,0.3194057892953441,-0.1198201577515623,1.11051885328783
0.013999999999889212,0.1,0.022455205527215274,2.3065438669626417,0.3101791778911389,-0.12982008024738798,1.1051546097796223
0.014999999999889102,0.1,0.02500789993200257,2.552570840581863,0.29996840027198973,-0.13982000329924094,1.1155970483028874
0.015999999999888992,0.1,0.02766293637141198,2.6549090090828242,0.2893482545143521,-0.14981992636333744,1.1058646976879607
0.016999999999888882,0.1,0.030490161967206664,2.8271096971726952,0.27803935213117337,-0.15981985113900005,1.1161157659836758
0.01799999999988877,0.1,0.03342269128600527,2.932453078277408,0.2663092348559789,-0.16981977539919252,1.1062202159562367
0.01899999999988866,0.1,0.036623683492786,3.200804435657581,0.25350526602885604,-0.1795148206473023,1.1127099198160522
0.01999999999988855,0.1,0.03935904768928471,2.735468850209457,0.2425638092428612,-0.1869607485569074,1.1267712080150993
0.02099999999988844,0.1,0.042904979979513175,3.545795121427769,0.22838008008194732,-0.19256851706326486,1.1002600763334756
0.02199999999988833,0.1,0.04598513636996538,3.0798139078060096,0.2160594545201385,-0.1961975107306676,1.1238215378858003
0.02299999999988822,0.1,0.048991600125943155,3.006361003903351,0.2040335994962274,-0.19823173816750292,1.1109231465834757
0.02399999999988811,0.1,0.05181538227014578,2.823745192826496,0.1927384709194169,-0.19886001106433893,1.1111631633677514
0.024999999999888,0.1,0.05447375501936937,2.658420032806529,0.18210497992252253,-0.19829588116579477,1.1106358838057577
0.02599999999988789,0.1,0.05786540438132632,3.3915831419858415,0.16853838247469474,-0.19672465770688718,1.1055195616928408
0.02699999999988778,0.1,0.060705710098567206,2.8402895559181527,0.1571771596057312,-0.19395361743265782,1.117164877787219
0.02799999999988767,0.1,0.06363910694425635,2.933442155928782,0.1454435722229746,-0.19032318918788016,1.1055579307151322
0.02899999999988756,0.1,0.06631089099620169,2.6718255436317926,0.13475643601519327,-0.18588200145312095,1.1144201519887922
0.02999999999988745,0.1,0.06903675159248739,2.725896399003578,0.12385299363005048,-0.1808157094141739,1.106052646798951
0.03099999999988734,0.1,0.07137244038439873,2.3357717935447644,0.1145102384624051,-0.1751651344015167,1.1248099561633904
0.03199999999988723,0.1,0.07377958133607287,2.407275182909684,0.10488167465570852,-0.16914474349875375,1.1099415435338356
0.03299999999988712,0.1,0.07601455721646655,2.235086348603458,0.09594177113413382,-0.16276289163332647,1.1177290092450773
0.03399999999988701,0.1,0.07832470306260257,2.3102463002933082,0.08670118774958974,-0.15612457432123017,1.1112883736601913
0.0349999999998869,0.1,0.08048012955696424,2.1555447330206516,0.07807948177214308,-0.14922533509057911,1.1194702515984092
0.03599999999988679,0.1,0.08275732159678775,2.2773030028646755,0.06897071361284901,-0.14215314299746706,1.1096235767246474
0.03699999999988668,0.1,0.084913803401498,2.156578710918052,0.06034478639400803,-0.13487656546127658,1.115603685365805
0.03799999999988657,0.1,0.08706542275823322,2.1517033209652103,0.05173830896706716,-0.12746430840245127,1.1055901700258164
0.03899999999988646,0.1,0.08913033797751209,2.0649813372005115,0.043478648089951666,-0.11993187576565256,1.115862524856435
0.03999999999988635,0.1,0.09103071038109622,1.9004452560518743,0.03587715847561512,-0.1123259554070527,1.1072820785741642
0.04099999999988624,0.1,0.09293139829073047,1.9007534403444382,0.02827440683707816,-0.10471971393217705,1.1123649980183028
0.04199999999988613,0.1,0.09480504788914067,1.873728030731298,0.020779808443437353,-0.09711305660811875,1.1103028964132486
0.04299999999988602,0.1,0.09655484332950341,1.7498522713889215,0.013780626681986374,-0.08951684236948709,1.1087739778608283
0.04399999999988591,0.1,0.09829560822835456,1.7408077764285363,0.006817567086581766,-0.0819795734508103,1.1103537318085464
0.0449999999998858,0.1,0.09996907002770723,1.673495163078233,0.00012371988917109222,-0.07449897134740568,1.1120695265619889
0.04599999999988569,0.1,0.10157344962188088,1.604407182002275,-0.006293798487523483,-0.06709629949888318,1.1118938394333047
0.04699999999988558,0.1,0.10311686291197271,1.5434207862562872,-0.012467451647890815,-0.05979140950976303,1.1088502709386514
0.04799999999988547,0.1,0.10466615673084886,1.5492972635905289,-0.018664626923395433,-0.05259891796353455,1.1282109012433639
0.04899999999988536,0.1,0.10618470618179833,1.5185500397428897,-0.024738824727193298,-0.0455052452929271,1.1002759417695245
0.04999999999988525,0.1,0.10774330430769986,1.5585937929940827,-0.030973217230799432,-0.03851281694215414,1.1662000410445328
0.05099999999988514,0.1,0.1091635790204947,1.4202573964991636,-0.03665431608197878,-0.0315954967724158,1.113381016356028
0.05199999999988503,0.1,0.11051697994170409,1.3533933091522934,-0.04206791976681634,-0.02480111262472595,1.1132657641037738
0.05299999999988492,0.1,0.11181400626435231,1.2970469922060637,-0.04725602505740922,-0.018144135285468876,1.1138470689370843
0.05399999999988481,0.1,0.11310925154872771,1.2952796594483744,-0.05243700619491082,-0.011633389645366754,1.1283194391062499
0.0549999999998847,0.1,0.1143475840323829,1.238338682645872,-0.057390336129531594,-0.005254978869385751,1.1283878264976415
0.05599999999988459,0.1,0.11553154719532671,1.1839315266131603,-0.062126188781306824,0.0009815678743040346,1.1286280574294594
0.056999999999884476,0.1,0.11668950364911532,1.1579682538294347,-0.06675801459646125,0.007068632570005229,1.1076044096223487
0.057999999999884366,0.1,0.11787788151081534,1.1884388963324972,-0.07151152604326133,0.013010781327249199,1.1205922689015517
0.058999999999884256,0.1,0.11901155414498822,1.1337010975456567,-0.07604621657995286,0.0188346533377578,1.1112499822325048
0.059999999999884146,0.1,0.1200928291005326,1.0812804177039155,-0.08037131640213035,0.024530181455895694,1.1127137120820507
0.060999999999884036,0.1,0.12113284504339668,1.040004196058146,-0.08453138017358669,0.03008922653935253,1.1096028014167174
0.061999999999883926,0.1,0.12212834468351731,0.9955446667649492,-0.08851337873406923,0.035508919156063024,1.104023227733342
0.06299999999988382,0.1,0.1231214201483481,0.9931651486711259,-0.0924856805933924,0.040785373729874785,1.1148952354674093
0.0639999999998837,0.1,0.12406505210032888,0.9437593269321081,-0.0962602084013155,0.04593193121503847,1.1054940503014041
0.0649999999998836,0.1,0.125014855069367,0.9498801133410365,-0.10005942027746795,0.050941789760308276,1.1408374358804474
