8.498,0.00,0.00,-1.00
8.511,0.00,0.00,-0.88
8.525,0.00,0.00,-0.69
8.537,0.00,0.00,-0.63
8.553,0.00,0.00,-0.56
8.566,0.00,0.00,-0.44
8.579,0.00,0.00,-0.44
8.595,0.00,0.00,-0.31
8.608,0.00,0.00,-0.25
8.621,0.00,0.00,-0.19
8.636,0.00,0.00,-0.12
8.649,0.00,0.00,-0.06
8.662,0.00,0.00,0.06
8.675,0.00,0.00,0.19
8.688,0.00,0.00,0.19
8.702,0.00,0.00,0.25
8.715,0.00,0.00,0.25
8.728,0.00,0.00,0.25
8.743,0.00,0.00,0.31
8.757,0.00,0.00,0.37
8.770,0.00,0.00,0.44
8.786,0.00,0.00,0.50
8.798,0.00,0.00,0.56
8.811,0.00,0.00,0.63
8.824,0.00,0.00,0.75
8.838,0.00,0.00,0.75
8.852,0.00,0.00,0.81
8.865,0.00,0.00,1.00
8.878,0.00,0.00,1.06
8.892,0.00,0.00,1.19
8.907,0.00,0.00,1.31
8.920,0.00,0.00,1.31
8.936,0.00,0.00,1.31
8.949,0.00,0.00,1.31
8.962,0.00,0.00,1.25
8.975,0.00,0.00,1.25
8.988,0.00,0.00,1.19
9.003,0.00,0.00,1.19
9.016,0.00,0.00,1.12
9.029,0.00,0.00,1.12
9.043,0.00,0.00,1.06
9.058,0.00,0.00,1.00
9.071,0.00,0.00,1.00
9.085,0.00,0.00,0.94
9.098,0.00,0.00,0.88
9.111,0.00,0.00,0.81
9.124,0.00,0.00,0.75
9.138,0.00,0.00,0.75
9.152,0.00,0.00,0.69
9.165,0.00,0.00,0.44
9.178,0.00,0.00,0.37
9.193,0.00,0.00,0.31
9.208,0.00,0.00,0.37
9.221,0.00,0.00,0.44
9.236,0.00,0.00,0.56
9.249,0.00,0.00,0.63
9.262,0.00,0.00,0.69
9.275,0.00,0.00,0.69
9.289,0.00,0.00,0.69
9.303,0.00,0.00,0.63
9.316,0.00,0.00,0.63
9.329,0.00,0.00,0.69
9.344,0.00,0.00,0.69
9.359,0.00,0.00,0.63
9.372,0.00,0.00,0.56
9.387,0.00,0.00,0.56
9.400,0.00,0.00,0.56
9.413,0.00,0.00,0.56
9.427,0.00,0.00,0.56
9.440,0.00,0.00,0.50
9.455,0.00,0.00,0.44
9.468,0.00,0.00,0.31
9.481,0.00,0.00,0.25
9.497,0.00,0.00,0.31
9.510,0.00,0.00,0.31
9.523,0.00,0.00,0.37
9.538,0.00,0.00,0.37
9.551,0.00,0.00,0.25
9.564,0.00,0.00,0.12
9.577,0.00,0.00,-0.06
9.590,0.00,0.00,-0.12
9.605,0.00,0.00,-0.12
9.618,0.00,0.00,-0.19
9.631,0.00,0.00,-0.25
9.647,0.00,0.00,-0.37
9.661,0.00,0.00,-0.37
9.674,0.00,0.00,-0.37
9.689,0.00,0.00,-0.31
9.702,0.00,0.00,-0.25
9.715,0.00,0.00,-0.25
9.728,0.00,0.00,-0.44
9.741,0.00,0.00,-0.56
9.756,0.00,0.00,-0.69
9.769,0.00,0.00,-0.94
9.782,0.00,0.00,-1.06
9.798,0.00,0.00,-1.25
9.811,0.00,0.00,-1.37
9.824,0.00,0.00,-1.50
9.839,0.00,0.00,-1.75
9.852,0.00,0.00,-1.88
9.865,0.00,0.00,-1.88
9.878,0.00,0.00,-1.81
9.891,0.00,0.00,-1.75
9.905,0.00,0.00,-1.69
9.918,0.00,0.00,-1.50
9.931,0.00,0.00,-1.37
9.946,0.00,0.00,-1.37
9.960,0.00,0.00,-1.50
9.973,0.00,0.00,-1.56
9.989,0.00,0.00,-1.81
10.002,0.00,0.00,-1.81
10.015,0.00,0.00,-1.81
10.028,0.00,0.00,-1.81
10.041,0.00,0.00,-1.81
10.055,0.00,0.00,-1.81
10.068,0.00,0.00,-1.75
10.082,0.00,0.00,-1.69
10.097,0.00,0.00,-1.69
10.111,0.00,0.00,-1.69
10.124,0.00,0.00,-1.75
10.140,0.00,0.00,-1.75
10.153,0.00,0.00,-1.81
10.166,0.00,0.00,-1.81
10.179,0.00,0.00,-1.75
10.192,0.00,0.00,-1.69
10.207,0.00,0.00,-1.63
10.220,0.00,0.00,-1.56
10.233,0.00,0.00,-1.63
10.249,0.00,0.00,-1.63
10.262,0.00,0.00,-1.56
10.275,0.00,0.00,-1.50
10.290,0.00,0.00,-1.19
10.304,0.00,0.00,-1.06
10.316,0.00,0.00,-0.94
10.330,0.00,0.00,-0.88
10.343,0.00,0.00,-0.94
10.358,0.00,0.00,-0.88
10.371,0.00,0.00,-0.94
10.385,0.00,0.00,-0.88
10.401,0.00,0.00,-0.94
10.414,0.00,0.00,-1.06
10.427,0.00,0.00,-1.12
10.441,0.00,0.00,-1.06
10.455,0.00,0.00,-0.88
10.468,0.00,0.00,-0.75
10.481,0.00,0.00,-0.37
10.494,0.00,0.00,-0.25
10.510,0.00,0.00,0.19
10.523,0.00,0.00,0.44
10.539,0.00,0.00,0.88
10.553,0.00,0.00,1.06
10.565,0.00,0.00,1.25
10.579,0.00,0.00,1.50
10.592,0.00,0.00,1.56
10.607,0.00,0.00,1.63
10.620,0.00,0.00,1.69
10.633,0.00,0.00,1.63
10.648,0.00,0.00,1.37
10.662,0.00,0.00,1.25
10.675,0.00,0.00,1.19
10.691,0.00,0.00,1.06
10.704,0.00,0.00,0.94
10.717,0.00,0.00,0.88
10.731,0.00,0.00,0.88
10.744,0.00,0.00,0.81
10.759,0.00,0.00,0.81
10.772,0.00,0.00,0.75
10.786,0.00,0.00,0.75
