3.078,-100.00,0.00,6.50
3.092,-100.00,0.00,6.38
3.105,-100.00,0.00,6.38
3.120,-100.00,0.00,6.38
3.133,-100.00,0.00,6.38
3.147,-100.00,0.00,6.38
3.160,-100.00,0.00,6.50
3.173,-100.00,0.00,6.50
3.188,-100.00,0.00,6.44
3.202,-100.00,0.00,6.31
3.216,-100.00,0.00,6.25
3.231,-100.00,0.00,6.13
3.244,-100.00,0.00,6.06
3.257,-100.00,0.00,6.13
3.272,-100.00,0.00,6.19
3.285,-100.00,0.00,6.25
3.298,-100.00,0.00,6.31
3.312,-100.00,0.00,6.25
3.326,-100.00,0.00,6.19
3.341,-100.00,0.00,6.13
3.355,-100.00,0.00,6.13
3.370,-100.00,0.00,6.31
3.383,-100.00,0.00,6.38
3.396,-100.00,0.00,6.44
3.410,-100.00,0.00,6.25
3.423,-100.00,0.00,6.13
3.438,-100.00,0.00,6.06
3.452,-100.00,0.00,6.00
3.465,-100.00,0.00,6.13
3.481,-100.00,0.00,6.25
3.494,-100.00,0.00,6.38
3.507,-100.00,0.00,6.50
3.522,-100.00,0.00,6.75
3.535,-100.00,0.00,6.81
3.548,-100.00,0.00,6.88
3.561,-100.00,0.00,6.94
3.575,-100.00,0.00,6.94
3.591,-100.00,0.00,6.81
3.604,-100.00,0.00,6.75
3.619,-100.00,0.00,6.69
3.633,-100.00,0.00,6.75
3.646,-100.00,0.00,6.75
3.659,-100.00,0.00,6.69
3.673,-100.00,0.00,6.75
3.688,-100.00,0.00,6.94
3.701,-100.00,0.00,7.56
3.714,-100.00,0.00,8.06
3.729,-100.00,0.00,9.00
3.744,-100.00,0.00,9.25
3.757,-100.00,0.00,9.38
3.772,-100.00,0.00,9.31
3.785,-100.00,0.00,9.25
3.798,-100.00,0.00,9.13
3.811,-100.00,0.00,8.88
3.825,-100.00,0.00,8.75
3.840,-100.00,0.00,8.63
3.854,-100.00,0.00,8.63
3.868,-100.00,0.00,8.63
3.883,-100.00,0.00,8.75
3.896,-100.00,0.00,8.81
3.909,-100.00,0.00,8.94
3.923,-100.00,0.00,9.06
3.937,-100.00,0.00,9.13
3.950,-100.00,0.00,9.44
3.964,-100.00,0.00,9.63
3.978,-100.00,0.00,9.75
3.993,-100.00,0.00,10.06
4.006,-100.00,0.00,10.06
4.022,-100.00,0.00,10.00
4.035,-100.00,0.00,9.81
4.048,-100.00,0.00,9.50
4.061,-100.00,0.00,8.81
4.074,-100.00,0.00,8.50
4.090,-100.00,0.00,8.19
4.103,-100.00,0.00,7.88
4.116,-100.00,0.00,7.88
4.132,-100.00,0.00,8.00
4.145,-100.00,0.00,8.06
4.158,-100.00,0.00,8.06
4.173,-100.00,0.00,7.69
4.186,-100.00,0.00,7.38
4.199,-100.00,0.00,7.06
4.213,-100.00,0.00,6.75
4.226,-100.00,0.00,6.69
4.242,-100.00,0.00,6.63
4.255,-100.00,0.00,6.56
4.271,-100.00,0.00,6.31
4.285,-100.00,0.00,6.19
4.298,-100.00,0.00,6.19
4.311,-100.00,0.00,6.13
4.325,-100.00,0.00,6.19
4.339,-100.00,0.00,6.25
4.352,-100.00,0.00,6.38
4.366,-100.00,0.00,6.38
4.381,-100.00,0.00,6.38
4.395,-100.00,0.00,6.31
4.408,-100.00,0.00,6.31
4.423,-100.00,0.00,6.31
4.436,-100.00,0.00,6.31
4.449,-100.00,0.00,6.25
4.463,-100.00,0.00,6.44
4.476,-100.00,0.00,6.63
4.491,-100.00,0.00,6.81
4.504,-100.00,0.00,7.13
4.517,-100.00,0.00,7.13
4.533,-100.00,0.00,7.06
4.546,-100.00,0.00,7.06
4.559,-100.00,0.00,7.06
4.574,-100.00,0.00,7.25
4.588,-100.00,0.00,7.38
4.601,-100.00,0.00,7.44
4.614,-100.00,0.00,7.44
4.628,-100.00,0.00,7.38
4.644,-100.00,0.00,7.25
4.657,-100.00,0.00,7.19
4.671,-100.00,0.00,7.06
4.685,-100.00,0.00,6.94
4.698,-100.00,0.00,6.81
4.711,-100.00,0.00,6.81
4.725,-100.00,0.00,6.94
4.739,-100.00,0.00,7.13
4.753,-100.00,0.00,7.44
4.766,-100.00,0.00,7.63
4.781,-100.00,0.00,7.69
4.795,-100.00,0.00,7.63
4.808,-100.00,0.00,7.50
4.824,-100.00,0.00,7.19
4.837,-100.00,0.00,7.06
4.850,-100.00,0.00,7.00
4.863,-100.00,0.00,6.94
